group,individual,time,value
Group1,3,4,0.3095467047072812
Group1,4,4,0.30064733548466377
Group1,5,4,0.30780639845712104
Group1,6,4,0.30815090576797527
Group1,7,4,0.305575847926764
Group1,8,4,0.3076644969670556
Group1,9,4,0.3051935475730895
Group1,10,4,0.30584984943527627
Group1,11,4,0.30035676308310466
Group1,12,4,0.30206733643679057
Group1,13,4,0.30109101765241314
Group1,14,4,0.30403504612554666
Group1,15,4,0.3053323014655961
Group1,16,4,0.30230966622686734
Group1,17,4,0.30247773390454524
Group1,18,4,0.3034573871827939
Group1,19,4,0.3065510147130344
Group1,20,4,0.3067428464792865
Group1,1,5,0.36469260895444133
Group1,2,5,0.4043594946364745
Group1,3,5,0.38429129968141457
Group1,4,5,0.365024665644705
Group1,5,5,0.38143940444964275
Group1,6,5,0.3813399597637835
Group1,7,5,0.39793727471217344
Group1,8,5,0.37573854591319666
Group1,9,5,0.3804936460734516
Group1,10,5,0.377425287368694
Group1,11,5,0.36524823858368854
Group1,12,5,0.376875290655924
Group1,13,5,0.3739855612975189
Group1,14,5,0.37018432870352447
Group1,15,5,0.3781674436088427
Group1,16,5,0.3595249945099569
Group1,17,5,0.3766435778326716
Group1,18,5,0.3647368951094528
Group1,19,5,0.3782943808241499
Group1,20,5,0.37635144055939923
Group1,1,6,1.569469842202567
Group1,2,6,1.4897808497873162
Group1,3,6,1.5250589767232934
Group1,4,6,1.5248145662448127
Group1,5,6,1.4768961044473714
Group1,6,6,1.5136727937607086
Group1,7,6,1.5270271899064696
Group1,8,6,1.567884208916245
Group1,9,6,1.5574023327588833
Group1,10,6,1.5248993464465712
Group1,11,6,1.5565901494813223
Group1,12,6,1.54106222846087
Group1,13,6,1.5792278105721849
Group1,14,6,1.5813217497148184
Group1,15,6,1.5054220979753365
Group1,16,6,1.5728731975004213
Group1,17,6,1.535883445716508
Group1,18,6,1.5496111020388494
Group1,19,6,1.5374289845644433
Group1,20,6,1.578998914551465
Group2,1,1,1.2122767023051466
Group2,2,1,1.1968372991206493
Group2,3,1,1.1929006521012253
Group2,4,1,1.2013345014941272
Group2,5,1,1.1722977599215414
Group2,6,1,1.2028118090316193
Group2,7,1,1.1908242857703557
Group2,8,1,1.1864339689474928
Group2,9,1,1.1907707661454316
Group2,10,1,1.2121842755060703
Group2,11,1,1.19952581498164
Group2,12,1,1.203856011249722
Group2,13,1,1.1654386236201792
Group2,14,1,1.1757453407170646
Group2,15,1,1.2261743170798687
Group2,16,1,1.1688246742221549
Group2,17,1,1.187734322454
Group2,18,1,1.195192293670146
Group2,19,1,1.228900585261744
Group2,20,1,1.1883416722711113
Group2,1,2,0.7534924791561197
Group2,2,2,0.7440364579592177
Group2,3,2,0.748225565694256
Group2,4,2,0.7412464400537802
Group2,5,2,0.7390202499314906
Group2,6,2,0.7514978447799469
Group2,7,2,0.7402866070652098
Group2,8,2,0.7379850581715521
Group2,9,2,0.7384336597617305
Group2,10,2,0.750029346049331
Group2,11,2,0.7417133917704122
Group2,12,2,0.7562412694080478
Group2,13,2,0.7465033374014607
Group2,14,2,0.7363325246414087
Group2,15,2,0.7547978867166022
Group2,16,2,0.737724696202067
Group2,17,2,0.7381006377796493
Group2,18,2,0.7444956047992832
Group2,19,2,0.7535272373048654
Group2,20,2,0.733809259805191
Group2,1,3,0.4663489189119916
Group2,2,3,0.459591813811929
Group2,3,3,0.46841188402838313
Group2,4,3,0.452840142059751
Group2,5,3,0.4585187665349233
Group2,6,3,0.46246055075296355
Group2,7,3,0.4630037892098929
Group2,8,3,0.4668691503133471
Group2,9,3,0.46292431195924416
Group2,10,3,0.4675509675118853
Group2,11,3,0.4682432516133124
Group2,12,3,0.4667725531900445
Group2,13,3,0.46533436076754037
Group2,14,3,0.45779856122846435
Group2,15,3,0.4745531293554026
Group2,16,3,0.46998269147434374
Group2,17,3,0.465559696809115
Group2,18,3,0.47173158978916574
Group2,19,3,0.4670974252847102
Group2,20,3,0.4584534040316788
Group2,1,4,0.3033763605865112
Group2,2,4,0.30061789440884207
Group2,3,4,0.30719948084917625
Group2,4,4,0.2959192439349094
Group2,5,4,0.30230241915130884
Group2,6,4,0.2972802339700262
Group2,7,4,0.30167861787400896
Group2,8,4,0.3070187990752718
Group2,9,4,0.29770727915691486
Group2,10,4,0.3006542259501549
Group2,11,4,0.29943757093915957
Group2,12,4,0.30692356785845226
Group2,13,4,0.3130333592748044
Group2,14,4,0.3031595859846138
Group2,15,4,0.3037813686927872
Group2,16,4,0.3111979242851898
Group2,17,4,0.3045809817742443
Group2,18,4,0.3096633582603056
Group2,19,4,0.30495973000385307
Group2,20,4,0.302190312132264
Group2,1,5,0.37227391076603994
Group2,2,5,0.371044383603542
Group2,3,5,0.3841652058961554
Group2,4,5,0.3658442586821491
Group2,5,5,0.379023202416159
Group2,6,5,0.3674841762747615
Group2,7,5,0.370803194756342
Group2,8,5,0.37578851399826085
Group2,9,5,0.3631599319108212
Group2,10,5,0.3760967000991563
Group2,11,5,0.36609241361784195
Group2,12,5,0.3653089551991323
Group2,13,5,0.3870728438613995
Group2,14,5,0.37026369514400126
Group2,15,5,0.37320957399942345
Group2,16,5,0.40122148552557957
Group2,17,5,0.37925471924520804
Group2,18,5,0.38471002810869154
Group2,19,5,0.3773143750008882
Group2,20,5,0.375148559918522
Group2,1,6,1.5229888768628574
Group2,2,6,1.5507301132780396
Group2,3,6,1.5416551426699687
Group2,4,6,1.5717416097407417
Group2,5,6,1.5201952918705774
Group2,6,6,1.5658919390917254
Group2,7,6,1.5428927857882564
Group2,8,6,1.5581039081763999
Group2,9,6,1.5568945773620335
Group2,10,6,1.6163984773885807
Group2,11,6,1.4882952551336455
Group2,12,6,1.5713530398173783
Group2,13,6,1.4569732643774178
Group2,14,6,1.4660715280460728
Group2,15,6,1.5227427693297588
Group2,16,6,1.4548043110541542
Group2,17,6,1.521090506281074
Group2,18,6,1.6025105030569033
Group2,19,6,1.586220196981902
Group2,20,6,1.6515741307683653
