"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"100000846","Xenobiotics","Food Component/Plant","erythritol","erythritol",13835932,"HMDB0002994",222285,"C00503","1.50240376380071","0.0570988188417306","0.112066064318317","0.0576242921965233","0.0569653298064379","0.00390209087086962",0.28528777871484,1
"100000924","Lipid","Monoacylglycerol","1-oleoylglycerol (18:1)","1-oleoylglycerol (18:1)",4446588,"HMDB0011567",5283468,NA,"6.17026790521444","0.181787549798462","0.0890139506482511","0.178064079588774","-0.0204833846435831","0.180629854163899",0.256569622456724,1
"100000943","Lipid","Monoacylglycerol","2-oleoylglycerol (18:1)","2-oleoylglycerol (18:1)",4478086,"HMDB0011537",5319879,NA,"0.111576583921143","0.164668512633266","0.19302905652239","0.160262484794216","0.0183350515944717","0.16364456891654",0.368220374572698,1
"100000961","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homoarginine","homoarginine",8732,"HMDB0000670",9085,"C01924","4.52610381008251","0.250499733098218","0.00770597805409177","0.236753844802822","-0.246165846317484","-0.0463949608155351",0.068653259027363,1
"100000963","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homocitrulline","homocitrulline",58582,"HMDB0000679",65072,"C02427","1.51103427642516","0.226590658023763","0.0683160012094945","0.223438350969235","0.226186143869451","0.013533463160255",0.218611203870382,1
"100000983","Lipid","Fatty Acid, Monohydroxy","3-hydroxypalmitate","3-hydroxypalmitate",266538,"HMDB0010734",15569776,NA,"0.621953753583714","0.0956184026751682","0.245317490797561","0.0942419915121369","0.0557095923545358","0.0777130635726198",0.421773931546684,1
"100000997","Lipid","Fatty Acid, Monohydroxy","3-hydroxydecanoate","3-hydroxydecanoate",24790,"HMDB0002203",26612,NA,"1.15993208094035","0.0533797425347056","0.190263947769124","0.0527714733866539","0.0489372659821491","0.0213199650858966",0.367280475999288,1
"100001006","Amino Acid","Glycine, Serine and Threonine Metabolism","N-acetylglycine","N-acetylglycine",10507,"HMDB0000532",10972,NA,"1.30228587329746","0.123402079855143","0.0346910727781261","0.131020882055251","0.118980229899895","0.0327380238490862",0.159051468175736,1
"100001007","Carbohydrate","Pentose Metabolism","ribonate","ribonate",4574162,"HMDB0000867",5460677,"C01685","1.61312492929376","0.0467873065227314","0.144797243439999","0.0472170862852918","0.0467453981243265","-0.00197984995649646",0.32527518297123,1
"100001022","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","threonate","threonate",133224,"HMDB0062620,HMDB0000943",1511525460407,"C01620","1.30842971626541","0.0861081882259898","0.0276915622888238","0.0914039596043805","0.0831614681080246","0.0223336137174549",0.137423156957504,1
"100001034","Amino Acid","Tryptophan Metabolism","indoleacetate","indoleacetate",780,"HMDB0000197",802,"C00954","1.22921754509953","0.1320512075248","0.43102509459573","0.122601801981805","0.124422211461599","0.04423386376706",0.600219669916612,1
"100001040","Lipid","Monoacylglycerol","1-linoleoylglycerol (18:2)","1-linoleoylglycerol (18:2)",4446589,"HMDB0011568",5283469,NA,"0.296979778004667","0.128727339576122","0.383506854129449","0.117508681110266","0.037669936423855","0.123092257450129",0.56199882922895,1
"100001048","Lipid","Monoacylglycerol","2-palmitoylglycerol (16:0)","2-palmitoylglycerol (16:0)",110006,"HMDB0011533",123409,NA,"0.287591563696647","0.235603034178011","0.0450641679783529","0.232167626078763","0.066827275976511","0.22592676888639",0.181181065102711,1
"100001051","Amino Acid","Histidine Metabolism","1-methylhistidine","1-methylhistidine",83153,"HMDB0000001",92105,"C01152","1.32421151099885","0.340162107558596","0.00226774565021023","0.362722943132883","0.329872781985441","0.0830313622909523",0.0370398456201004,1
"100001054","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)","butyrylcarnitine (C4)",184820,"HMDB0002013",439829,"C02862","1.10588486232693","0.152694643923419","0.0308673826631626","0.156246243843294","0.136487827340175","0.0684596762398008",0.148062683373139,1
"100001055","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)","isobutyrylcarnitine (C4)",NA,"HMDB0000736",168379,NA,"1.24175732861458","0.265128314530019","0.00721334829868915","0.305619943587033","0.25090505871259","0.0856719013327042",0.0673245841210987,1
"100001092","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)",5369,"HMDB0000875",5570,"C01004","4.90336878484203","0.557778903492416","0.0172417269374806","0.292125637834527","-0.547637768506314","0.105878136017909",0.112924636642206,1
"100001103","Amino Acid","Glutamate Metabolism","glutamate, gamma-methyl ester","glutamate, gamma-methyl ester",66546,"HMDB0061715",68662,NA,"1.55492199991702","0.0547832181365828","0.377363981810072","0.0558401155197866","0.0547763157534432","0.000869610188253413",0.559269114818708,1
"100001104","Amino Acid","Tyrosine Metabolism","N-acetyltyrosine","N-acetyltyrosine",61606,"HMDB0000866",68310,NA,"2.02824443670627","0.0176937140122346","0.968472869431853","0.0174813378745926","0.0158744903145242","-0.0078146063752964",0.984017963637923,1
"100001112","Lipid","Fatty Acid, Monohydroxy","3-hydroxylaurate","3-hydroxylaurate",85026,"HMDB0000387",94216,NA,"1.19418869782428","0.12092853425853","0.00622460778450066","0.12349088431654","0.112453571067654","0.0444736410927703",0.0609915661288351,1
"100001121","Cofactors and Vitamins","Vitamin B6 Metabolism","pyridoxate","pyridoxate",6467,"HMDB0000017",6723,"C00847","3.41941390356495","0.109030110238073","0.715006275942747","0.080541649689109","-0.029902717393236","-0.104849379736012",0.823482444789832,1
"100001126","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylvaline","gamma-glutamylvaline",NA,"HMDB0011172",7015683,NA,"0.866103799469792","0.0398800767504147","0.502176495142674","0.0416122924390114","0.0303810719151879","0.0258342987306246",0.663999566783651,1
"100001153","Lipid","Fatty Acid, Dicarboxylate","2-hydroxyadipate","2-hydroxyadipate",167943,"HMDB0000321",193530,"C02360","2.41822242404948","0.140035254348625","0.0373182485858906","0.136329377948128","0.0926913906076315","-0.104967511963024",0.163449759169487,1
"100001162","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)","propionylcarnitine (C3)",96904,"HMDB0000824",107738,"C03017","1.42729509034106","0.12506186403807","0.0222342496199708","0.138246351035651","0.123776397461823","0.0178850012035147",0.129123345941164,1
"100001170","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate","3-hydroxy-2-ethylpropionate",164207,"HMDB0000396",188979,NA,"1.559264612446","0.105103186678004","0.188134435970057","0.111116119373983","0.105096198421661","0.00121199306361882",0.364191105680308,1
"100001181","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n3 DPA; 22:5n3)","docosapentaenoate (DPA; 22:5n3)",NA,"HMDB0006528,HMDB0001976",6441454,"C16513","0.08107329613843","0.164193502041678","0.112970258572901","0.149030812520914","0.0132971304979151","0.163654185504777",0.286446440329448,1
"100001182","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosadienoate (22:2n6)","docosadienoate (22:2n6)",4445934,"HMDB0061714",5282807,"C16533","0.557115491247454","0.174424748854611","0.0857280437679516","0.165353200796055","0.0922253550859771","0.148048900341271",0.253625608732355,1
"100001193","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","adrenate (22:4n6)","adrenate (22:4n6)",4445971,"HMDB0002226",52828445497181,"C16527","5.87862946018831","0.144112230506566","0.164996156908935","0.126311237127802","-0.0567240870229055","0.132479103759783",0.342319188416844,1
"100001198","Lipid","Long Chain Monounsaturated Fatty Acid","myristoleate (14:1n5)","myristoleate (14:1n5)",4444564,"HMDB0002000",5281119,"C08322","0.455200078223382","0.144316899005329","0.0245369844169125","0.146394095816553","0.0634477740782112","0.129621554160697",0.133555925494429,1
"100001208","Amino Acid","Histidine Metabolism","1-methyl-4-imidazoleacetate","1-methyl-4-imidazoleacetate",68319,"HMDB0002820",75810,"C05828","4.54794369766194","0.259293392628454","0.000273781971724381","0.206043907263298","-0.255795347711569","-0.0424476565889262",0.0184399552473299,0.214645065831915
"100001211","Lipid","Fatty Acid, Dicarboxylate","sebacate (C10-DC)","sebacate (C10-DC)",5004,"HMDB0000792",5192,"C08277","0.732177825713252","0.0472940896782602","0.778687216740922","0.0444033754155847","0.0316156691525559","0.0351735750604263",0.857430867872026,1
"100001247","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","octanoylcarnitine (C8)","octanoylcarnitine (C8)",110274,"HMDB0000791",12370111953814,"C02838","1.14033035146234","0.135060192556036","0.153637793572356","0.124792242005326","0.122738840204252","0.0563598502356827",0.332740414808638,1
"100001253","Amino Acid","Glutamate Metabolism","N-acetylglutamine","N-acetylglutamine",158492,"HMDB0006029",182230,"C02716","0.879041734555588","0.0795338459986668","0.0650143187184563","0.0852399112837125","0.0612512389829956","0.0507337992110547",0.215068463608733,1
"100001256","Amino Acid","Phenylalanine Metabolism","N-acetylphenylalanine","N-acetylphenylalanine",67404,"HMDB0000512",74839,"C03519","0.678940829629053","0.0550878814114809","0.188054682854674","0.0576785740613723","0.03459348673159","0.0428714981561957",0.364191105680308,1
"100001257","Amino Acid","Alanine and Aspartate Metabolism","N-acetylasparagine","N-acetylasparagine",90090,"HMDB0006028",99715,NA,"4.96074770389848","0.0703947900239784","0.144602075682137","0.0655477762815265","-0.0682348789871733","0.0173039808173099",0.32527518297123,1
"100001258","Peptide","Dipeptide","glycylleucine","glycylleucine",83812,"HMDB0000759",92843,"C02155","1.52365748034528","0.136540414644712","0.664548798060895","0.122020567184415","0.136388741496293","0.00643397423114893",0.79060130148671,1
"100001259","Amino Acid","Glutathione Metabolism","S-methylglutathione","S-methylglutathione",2841309,NA,115260,"C11347","1.15550732347761","0.0779940439689138","0.144698940538134","0.079425360544526","0.0713645314390695","0.0314670390584644",0.32527518297123,1
"100001262","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamyl-epsilon-lysine","gamma-glutamyl-epsilon-lysine",5378717,"HMDB0003869",7015685,NA,"4.42812079748817","0.120004817912935","0.218601974471296","0.106146286158164","-0.115188682735677","-0.0336559607192571",0.394116782003919,1
"100001263","Lipid","Lysophospholipid","1-palmitoyl-GPC (16:0)","1-palmitoyl-GPC (16:0)",78064,"HMDB0010382",86554,"C04102","1.5939633749935","0.0367513540952261","0.276061762669285","0.0379346488607601","0.0367414920877004","-0.000851344232457748",0.453477883961646,1
"100001266","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-acetylarginine","N-acetylarginine",60752,"HMDB0004620",67427,"C02562","2.50749247183156","0.0449816056726842","0.399939107980404","0.0436711742158999","0.0266494807534339","-0.0362374119449114",0.57316369510874,1
"100001267","Xenobiotics","Food Component/Plant","piperine","piperine",553590,"HMDB0029377",638024,"C03882","3.43378871280729","0.127623096691566","0.829127836641747","0.108707660911867","-0.0367625852357173","-0.122213612727598",0.892906900998804,1
"100001270","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)","myristoylcarnitine (C14)",4932274,"HMDB000506",6426854,NA,"1.14182341452106","0.223077462134549","0.00085852119153524","0.228811744233788","0.202865179125738","0.0927861692854769",0.0249289116356899,0.673080614163628
"100001271","Lipid","Lysophospholipid","1-stearoyl-GPC (18:0)","1-stearoyl-GPC (18:0)",435389,"HMDB0010384",497300,NA,"2.32898313592878","0.0207083474191435","0.592268992851591","0.0210047348663459","0.0150359989948394","-0.0142391849155468",0.728555552382994,1
"100001272","Lipid","Lysophospholipid","1-oleoyl-GPC (18:1)","1-oleoyl-GPC (18:1)",17240641,"HMDB0002815",16081932,"C03916","5.69515580007828","0.135254102750325","0.101984146048447","0.124285399159845","-0.0750285049866629","0.11253619751112",0.272277583008768,1
"100001274","Amino Acid","Glycine, Serine and Threonine Metabolism","N-acetylthreonine","N-acetylthreonine",3841173,"HMDB0062557",152204,NA,"1.72217873025858","0.0352501092218799","0.42894278406907","0.0352584731235534","0.0348469730898186","-0.00531588813199792",0.598382816210233,1
